id,election,party,party_id_source,alliance,seats,vote_share,votes,person,data_source,description,comment,data_json
525,246,1253,Australian Labor Party,,72,37.99,4711363,,aec,,,
528,512,1461,Centerpartiet,,23,6.56,390804,,val,,,
529,55,1461,c,,2,7.2,192077,,sos,,,
530,107,1048,L'Ulivo,,220,30.43,11930983,,"archivio, ejpr",,Includes electoral list L'Ulivo as part of electoral alliance L'Unione.,
531,663,1110,PVV,,22,10.3,572220,,cevipol,,,
532,24,94,Centre Party of Finland,,44,19.8,552003,,tila,,,
533,689,920,Party of Finnish Small Farmers,,3,3.4,37544,,tila,,,
534,217,1051,PSC/CVP,,108,47.68,2356608,,ibz,,,
535,412,951,New Democracy / Ny Demokrati (NYD),,0,1.2,68663,,ejpr,,,
537,28,572,AKEL-LEFT-NEW FORCES,,2,34.9,106922,,"cy-gov, ep",,,
538,373,602,EVP,,3,1.6,15728,,bafs,,,
539,90,1295,CDU,,,8.97,504583,,cne,,,
541,413,1393,Fine Gael,,47,32.02,374099,,gall-09,,,
542,427,1012,CSP,,1,0.4,8326,,bafs,,,
544,358,602,EVP,,3,1.9,37265,,bafs,,,
548,605,809,PDS,,107,16.1,6317962,,archivio,,,
549,282,677,Ralliement des cr‚ditistes,,9,4.66,359438,,pica,,,
551,42,902,PARTIDO SOCIALISTA OBRERO ESPAÑOL,,118,29.39,5371866,,epp,,,
553,371,26,FDP,,47,22.2,428919,,bafs,,,
554,522,326,Party For Real,,9,9.37,98526,,voltive,,,
555,282,1189,Independent,,2,,,,clea-11,,,
556,105,1167,PdA,,3,1.2,22850,,bafs,,,
557,609,1276,Com,,2,0.4,102780,,bef-7,,,
558,216,725,PS,,112,44.61,2583755,,cne,,,
559,441,1072,SNS,,1,5.55,45960,,ssr,,,
560,280,325,VERDI ARCOBALENO,,2,2.39,830980,,archivio,,,
561,22,1013,Österreichische Volkspartei,,7,29.65,1124921,,bmi,,,
562,521,1964,Entente jurassienne,,1,,,,bafs,,,
563,52,1518,The New Era (Jaunais laiks),,18,16.38,148602,,cvk,,,
564,108,458,LPS,,6,2.2,21501,,bafs,,,
565,65,1633,DC,,266,38.7,12912466,,archivio,,,
567,563,1634,Greenland and Faroe Islands,,,,,,,,,
568,387,978,Fremskridtspartiet,,16,9,298132,,folketing,,,
569,10,161,Ecolo,,1,3.86,220663,,ibz,,,
570,616,66,Åländsk Samling,,1,0.3,5487,,"no-2010, tila",,,"{""special_district"": true}"
571,597,211,Det Radikale Venstre,,10,5.5,184642,,folketing,,,
573,206,1167,PdA,,2,0.7,14840,,bafs,,,
574,387,1605,Venstre,,22,11.8,394190,,folketing,,,
575,251,892,Folkpartiet,,38,18.2,700019,,,,,
577,546,368,Liberal Party of Canada,,177,41.32,5647952,,pica,,,
578,257,1183,Agrarszövetség -- asz,,2,3.1,154004,,essex,,,
579,418,969,Francophone Democratic Front / Front democratique francophone - Pari pour la Wallonie (FDF-PPW),,3,1.5,90813,,ejpr,Electoral alliance with Pari pour la Wallonie (PPW),,"{""alliance"": true}"
580,662,1234,CSV - Chrëschtlech Sozial Vollekspartei,,3,31.32,351223,,epl,,,
581,193,585,Svenska folkpartiet,,1,,,,mep,,,
583,522,981,Slovenian National Party,,5,5.4,56832,,voltive,,,
584,79,544,National Movement for Stability and Progress,,0,3.02,127470,,cik,,,
585,673,817,AESJ,,1,1.2,1893,,no-2010,,,
586,64,978,Fremskridtspartiet,,27,15.9,485289,,folketing,,,
587,514,311,Plaid Cymru,,4,0.5,154947,,ejpr,,,
588,675,878,Labour Party,,50,41.1,935319,,ec-nz,,,
589,273,270,National Front,,5,5.7,1005285,,frpo,,,
590,257,418,Magyarországi Szocialdemokrata Párt -- MSzDP,,0,3.6,174434,,essex,,,
592,330,1523,Movement of Free Democrats -- KED,,2,3.7,13623,,parline,,,
593,395,113,ERe,,1,15.3,60877,,vvk,,,
594,89,978,Fremskridtspartiet,,11,6.4,214057,,folketing,,,
597,119,1072,Slovenska narodna strana -- sns,,9,5.4,155359,,essex,,,
598,540,791,PDS,,0,4.7,1670316,,bwl,,,
599,52,1656,Latvian Socialdemocratic Worker Party (Latvijas Sociāldemokrātiskā Strādnieku partija),,0,3.5,31728,,cvk,,,
600,77,200,True Finns,,18,10.5,265939,,tila,,,
602,327,940,Social Democratic Party (SDP),,7,4.27,3006160,,ejpr,,,
603,229,1120,PSD-PC,,10,31.07,1504218,,bec,,,
604,434,211,Radicals,,1,8.5,176480,,yb-dnk,,,
605,304,1546,Sverigedemokraterna,,0,3.27,103584,,val,,,
606,590,318,Páirti Lucht Oibre,,15,9.48,156989,,gall-09,,,
608,196,1284,Scottish National Party,,2,1.4,231505,,ukeu,Scottish Nationalists (SNP) took 2 seats with 19.7% of the vote in Scotland.,,"{""vote_share_regional"": 19.67}"
609,437,1251,Staatkundig Gereformeerde Partij,,3,2.26,129517,,verk,,,
610,655,282,Kristen Demokratisk Samling,,0,1.5,72377,,mackie,,,
611,213,590,Det Konservative Folkeparti,,26,17.3,358509,,folketing,,,
612,575,66,Åländsk Samling,,1,0.3,5686,,"no-2010, tila",,,"{""special_district"": true}"
613,536,290,VU,,1,4.39,262043,,ibz,,,
615,430,590,Konservative folkeparti,,27,17.8,365236,,yb-dnk,,,
616,641,1393,Fine Gael,,50,34.1,449749,,gall-09,,,
618,143,915,MR,,24,11.4,748952,,ibz,,,
620,173,984,PN,,35,51.81,137037,,doi,,,
622,143,1594,AGALEV,,0,2.47,162205,,ibz,,,
623,689,1219,Liberals,,11,7.4,82129,,tila,,,
624,59,887,Lithuanian Centre Union,,2,2.86,42030,,vrk,,,
627,668,1331,Christian Peoples Party,,0,2,39128,,yb-dnk,,,
628,24,1292,Left Alliance,,22,11.2,310340,,tila,,,
629,459,878,Labour,,32,39.7,636319,,yb-nzl,,,
630,260,1043,"Latvia’s First Party ( ""Latvijas Pirmā Partija"" )",,10,9.5,94752,,cvk,,,
631,554,439,Democratic Party of Japan (DPJ),,113,31.02,21036425,,parline,,,
632,15,1009,Progressive Finnish Party,,0,1,28084,,tila,,,
633,269,1219,Liberals,,11,5.8,65830,,tila,,,
634,316,2217,Sinn Féin,,1,2.55,45614,,gall-09,,,
635,617,242,Psdi,,23,4.09,1508234,,archivio,,,
637,299,701,Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei,,13,23.74,695718,,asl,,,
638,511,1193,LDP,,237,35,20660185,,ejpr,,,
639,147,252,KODISO,,1,4.3,241666,,macr-85,,,
640,119,1142,Hnutie za demokraticke Slovensko -- hzds,,61,34.97,1005488,,essex,Electoral alliance with Slovak Farmers (Slovenská rol'nická strana),,"{""alliance"": true}"
641,311,1092,Rep LP,,1,0.1,30649,,craig,,,
643,668,211,Radicals,,1,9.1,180089,,yb-dnk,,,
644,594,701,POSL,,2,24.8,251500,,asl,,,
645,646,482,Lietuvas Respublikos liberalu sajudis,,11,5.73,70862,,vrk,,,
646,58,1771,Coalition of Protestants -- Political Reformed Party,,2,7.81,322793,,verk,,,
647,389,211,Det Radikale Venstre,,7,3.9,131254,,folketing,,,
648,561,1444,Alliance,,13,10.1,209347,,yb-nzl,,,
649,449,544,National Movement Simeon II,,4,,,,w,,,
650,175,892,Folkpartiet,,21,5.9,327770,,,,,
652,418,1110,Party of Liberty and Progress / Partij voor Vrijheid en Vooruitgang (PVV),,26,12,738016,,ejpr,,,
653,124,220,Smer,,3,16.89,118535,,ssr,,,
654,522,706,Social Democrats,,29,30.45,320248,,voltive,,,
655,534,309,Latvia’s Socialistic Party ( Latvijas Sociālistiskā partija ),,5,5.58,53325,,cvk,,,
656,680,270,National Front,,11,10.5,2050086,,ejpr,,,
657,39,1218,Liberalne socialni unie -- lsu,,16,6.52,421988,,essex,,,
658,676,1485,Liberal Democratic Party,,3,7.8,398901,,ejpr,,,
660,535,1295,CDU,,3,11.8,648700,,cne,,,
661,511,1540,JCP,,9,7.8,4586172,,ejpr,,,
662,15,200,True Finns,,1,1,26440,,tila,,,
664,184,167,PSB-BSP Parti socialiste belge-Belgische Socialistische Partij,,59,28,1449172,,cevipol,,,
665,469,280,Fianna Fáil,,78,48.33,592994,,gall-09,,,
667,568,1023,Social Democrats & Labour Party,,1,0.5,22660,,,,,
668,21,531,CVP,,48,22.5,216616,,bafs,,,
669,681,1160,Coalition for Bulgaria,,48,17.15,783372,,essex,,,
672,401,221,Lijst Dedecker,,5,4.03,268648,,cevipol,,,
673,218,44,Komunistická strana Slovenska -- kss,,11,6.32,181872,,ssr,,,
675,550,984,PN,,7,18.05,19041,,md,,,
676,363,961,I Democratici,,7,7.74,2407952,,archivio,,,
677,633,307,Partidul Socialist Democratic Roman,,5,1.05,143393,,essex,,,
678,138,940,JSP,,112,19.49,11065082,,parline,,,
679,19,1335,Kartel Lib Soc,,4,1.6,37844,,ibz,,,
681,650,448,Bloc Québécois,,44,10.67,1385821,,ceoc,,,
682,602,66,Coalition of Åland,,1,0.3,9344,,tila,,,"{""special_district"": true}"
683,416,356,Conventia Democrata din Romania,,,20.01,2177144,,essex,,,"{""seats"": 82}"
684,301,789,Ceska strana socialne demokraticka -- cssd,,61,26.44,1602250,,volby,,,
685,502,1475,PSI,,57,9.6,3540309,,archivio,,,
686,257,921,Fiatal Demokraták Szövetsége -- fidesz,,22,9,439649,,essex,,,
687,302,962,"""SABIEDRĪBA CITAI POLITIKAI""",,0,3.85,30444,,cvk,,,
689,332,161,ECOLO,,6,4.01,243362,,ibz,,,
690,468,353,Земеделски народен съюз,,0,1.54,29752,,cik,,,
691,261,831,MSI,,24,4.5,1414036,,archivio,,,
693,320,1455,Framsóknarflokkurinn,,17,25.7,21882,,gud97,,,
694,6,1393,Fine Gael,,43,30.49,488767,,gall-09,,,
695,311,311,Playd Cymru (Party of Wales),,0,0.6,175016,,,,,{}
697,676,761,László Tőkés,,1,3.5,176533,,ejpr,,,
698,346,360,Democratic Alternative,,0,9.33,22938,,doi,,,
699,103,558,SPD,,151,28.8,7944943,,bwl,,,
700,2,1594,Agalev,,9,6.99,434449,,ibz,,,
701,682,773,Conservative,,32,33,5331077,,ukeu,,,
703,55,282,kds,,0,3.9,105173,,sos,,,
705,331,558,SPD,,169,31.8,9495571,,bwl,,,
706,349,1016,Strana obcianska porozumenia -- sop,,13,8.01,269343,,ssr,,,
708,17,1560,Lega Lombarda,,1,0.48,186255,,archivio,,,
709,450,657,Högerpartiet,,42,17.1,663693,,,,,
710,342,1575,Democratic Rally - Liberals -- DISY-L,,20,35.8,122495,,parline,,,
711,103,137,Zentrum,,3,0.8,217078,,"bwl, dhbt",Centre Party (Zentrum) won 1 SMD seat through electoral coordination with the Christian Democrats (CDU).,"The CDU did not field a candidate in the electoral district of Oberhausen, and the Zentrum accepted a CDU member to be placed second on the Zentrum list.","{""seats_smd"": 1}"
712,430,211,Radikale venstre,,12,8.2,167969,,yb-dnk,,,
713,165,713,Partidul România Mare,,48,13,1316751,,no-2010,,,
714,583,1284,Scottish National Party,,0,0.5,128474,,,,,{}
715,549,1040,La Destra-Mpa- Pensionati -All.di Centro,,0,2.22,681290,,archivio,Electoral alliance: Pole of Autonomy (Polo dell'Autonomia),,
716,263,538,De Uafhaengige,,0,2.3,53061,,folketing,,,
718,439,887,LCJ - Lithuanian Centre Movement (Lietuvos centro judejimas),,2,2.52,46910,,essex,,,
720,337,1045,TS/LKD,,4,26.86,147756,,vrk,,,
721,363,93,PRI-LIB-ELDR.,,1,0.54,168178,,archivio,Electoral alliance with Federation of Italian Liberals (Federazione dei Liberali Italiani),,"{""alliance"": true}"
722,501,969,FDF,,6,2.5,150616,,cevipol,,,
723,439,1045,Sajudis coalition (Sajudzio koalicija),,30,21.17,393502,,essex,,,
724,41,892,Folkpartiet,,42,17,720733,,mackie,,,
725,252,234,Canary Coalition,,4,0.88,207077,,epp,,,
727,272,984,PN,,18,38.14,45180,,md,,,
728,215,882,Vänsterpartiet kommunisterna,,19,5.3,274929,,,,,
729,206,26,FDP,,36,17.3,368308,,bafs,,,
730,83,417,Eestimaa Rahvaliit,,6,7.1,39215,,vvk,,,
731,497,451,Katholieke Volkspartij,,32,31.04,1531154,,verk,,,
732,587,756,Green Left,,2,6.97,365535,,verk,Electoral alliance: Regenboog (The Rainbow),,
733,188,664,Polskie Stronnictwo Ludowe,,25,7,821656,,pkw,,,
735,572,997,National Party,,27,20.93,425310,,ec-nz,,,
736,63,1245,KDU-CSL,,15,8.42,607134,,essex,,,"{""seats_alliance"": 19}"
738,480,725,Socialist Party,,60,22.74,1262506,,cne,,,
740,534,759,Democratic Party Saimnieks ( Demokrātiskā partija Saimnieks),,18,15.15,144758,,cvk,,,
741,82,228,SDP,,7,11.4,18846,,no-2010,,,
742,450,904,Socialdemokraterna,,106,44.6,1729463,,,,,
744,184,969,FDF Front démocratique des francophones,,7,2.5,130271,,cevipol,,,
745,64,1634,Greenland and Faroe Islands,,4,,,,,,,
746,464,1324,Centrumdemokraterne,,3,2.2,66316,,folketing,,,
748,499,81,Sosialistisk Venstreparti,,2,4.2,96248,,nos-sv,,,
749,656,1113,sp.a-spirit,,3,11.04,716317,,ibz,,,
750,355,599,Bulgarska biznes blok,,13,4.73,245849,,essex,,,
751,358,1967,Komitee Herbert Maeder,,1,,,,bafs,,,
753,206,750,SVP,,55,26.7,566069,,bafs,,,
754,381,1701,GDP (DP-BHE),,0,2.8,870756,,bwl,,,
755,4,5,Conservative Party,,2,,,,w,,,
756,401,1378,PS,,20,10.86,724787,,cevipol,,,
757,99,902,Partido Socialista Obrero Español,,141,38,9425678,,epp,,,
758,423,113,Eesti Reformierakond,,19,17.7,87551,,vvk,,,
759,113,1540,JCP,,29,9.8,5803613,,parline,,,
760,145,1043,Latvia˙s First Party,,0,3.24,18685,,cvk,,,
761,248,1543,AD,,,43.71,2554458,,cne,,,
762,566,983,LLS,,1,1.93,25279,,vrk,,,"{""vote_share_calculated"": true}"
763,557,637,CDS,,7,10.36,1976093,,epp,,,
764,538,1415,Komunististicka strana Ceskoslovenska -- kscs,,22,13.35,450855,,ssr,,,
765,268,619,Polskie Stronnictwo Ludowe - Porozumienie Ludowe,,0,2.4,327085,,pkw,,,
766,124,559,SMK-MKP,,2,13.24,92927,,ssr,,,
768,284,47,Néa Đimokratía,,150,46.9,3088137,,no-2010,,,
769,289,637,Centró Democrático y Social,,14,7.95,1617716,,epp,,,
770,220,647,Venstre,,20,13.8,204852,,mackie,,,
771,410,1250,British National Party,,2,6.2,943598,,ejpr,,,
773,613,1441,Progressive Left Coalition,,2,6.3,408066,,ejpr,,,
774,674,531,CVP,,47,23.3,229088,,bafs,,,
775,384,1192,PSC parti social chrétien (parti démocrate chrétien francophone),,22,9.1,478209,,cevipol,,,
776,220,702,Bondepartiet,,10,8,119362,,mackie,,,
777,384,1110,Partij voor vrijheid en vooruitgang (parti libéral flamand),,21,9.6,504545,,cevipol,,,
779,435,1167,PdA,,3,0.44,8147,,bafs,,,
780,605,2059,Lista Referendum,,0,0.82,320061,,archivio,Lista Referendum (Referendum List),,
782,176,628,SD,,4,3.2,63781,,bafs,,,
783,112,1189,Independet,,6,,,,clea-11,,,
784,350,930,New Labour,,1,5.16,94171,,yb-nzl,,,
785,224,921,"Fidesz, Hungarian Civic Party",,12,47.4,1457750,,ovb,,"""http://valasztas.hu/vteup04/l1.html (...) According to this, KDNP did not participate at all in 2004 (that time, this party was virtually non-existent)."" personal communication with Zsófia Papp (HAS Centre for Social Sciences, Budapest) 2014 ",
786,16,1429,Die Grünen – Die grüne Alternative,,2,9.29,260273,,bmi,,,
788,570,235,Christen-Democratisch Appèl,,34,22.23,1996418,,verk,,,
789,686,467,Green,,2,5.86,625378,,ukeu,,,
792,616,585,Swedish People’s Party in Finland,,13,6.5,126365,,tila,,,
794,10,1029,SP,,4,17.12,979702,,ibz,,,
795,311,453,Others,,1,,,,craig,,,
796,646,1421,Tvarka ir teisinguama,,15,12.68,156777,,vrk,,,
797,307,30,no party affiliation,,3,,,,gall-09,,,
798,46,280,Fianna Fáil,,6,31.5,514537,,ep,,,
801,74,345,Democraten 66,,7,5.1,484317,,verk,,,
803,553,723,CVP,,5,21.14,1247075,,ibz,,,
804,632,1644,SF Socialist People's Party,,12,6.4,219842,,ejpr,,,
805,526,701,Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei,,18,27.21,840094,,asl,,,
806,528,534,Independents,,1,1.2,2751,,"no-2010, nyt",Tassos Papadopoulos,,
807,24,1463,Christian Democrats in Finland,,7,3,82311,,tila,,,
808,442,454,PRL,,2,6.85,372904,,ibz,,,
809,414,318,Páirti Lucht Oibre,,4,14.48,193898,,ep,,,
810,339,1621,Ecologists - Environmentalists Movement,,1,2,8129,,parline,,,
812,352,281,PCTP/MRPP,,0,0.75,40006,,cne,,,{}
813,474,370,PARTIDO ANDALUCISTA,,1,1.88,295047,,epp,,,
814,600,1590,Meie kodu on Eestimaa -- MDE,,6,5.87,31763,,vvk,Electoral alliance: Our Home is Estonia! (Meie Kodu on Eestimaa!),,
815,669,702,Senterpartiet,,11,7.9,204824,,seby,,,
816,288,1239,Danmarks Kommunistiske Parti,,0,1.2,32390,,folketing,,,
817,168,211,Radicals,,1,6.4,120473,,yb-dnk,,,
818,429,104,Det norske Arbeiderparti,,78,48.3,865675,,mackie,,,
819,49,713,Partidul România Mare,,19,4.46,546430,,insse,,,
822,260,521,"Union For Fatherland and Freedom/LNNK ( Apvienība ""Tēvzemei un Brīvībai""/LNNK )",,7,5.4,53396,,cvk,,,
823,663,1440,UDRT,,1,0.9,48611,,cevipol,,,
824,432,1286,DPS,,3,14.14,364197,,cik,,,
825,679,1506,DVU,,0,1.2,601192,,bwl,,,
826,670,1448,Möödukad -- M,,12,9.73,44577,,vvk,,,
827,535,1273,PPD-PSD,,10,38.42,2111828,,cne,,,
828,633,152,Democratic Group of the Centre (Grupul Democrat de Centru),,2,0.48,65914,,essex,,,
829,208,319,UDUP,,5,0.7,181999,,bef-7,,,
830,107,52,Democrazia Cristiana/Nuovo Partito Socialista,,4,0.73,285474,,ejpr,,,
831,619,1295,PCP-PEV,,,10.66,357671,,cne,,,
832,660,1313,United Future,,1,0.87,20497,,ec-nz,,,
833,43,379,Democratic Socialist Party,,1,0.42,7424,,gall-09,,,
834,15,1062,Green League,,11,7.3,194846,,tila,,,
835,557,771,EA-ERC-PNG,,1,1.71,326911,,epp,,,
837,188,629,Sojusz Lewicy Demokratycznej,,55,11.3,1335257,,pkw,,,
838,56,1636,Social Credit,,2,7.63,147162,,yb-nzl,,,
839,557,894,CIU,,3,4.48,853603,,epp,,,
841,554,940,Social Democratic Party (SDPJ),,7,5.49,3719522,,parline,,,
843,339,6,New Horizons -- NEO,,1,3,12333,,parline,,,
844,535,341,PRD,,1,4.55,250158,,cne,,,
845,541,1634,Faroe Islands,,2,,,,,,,
846,314,200,Perussuomalaiset,,5,4.1,112256,,tila,,,
847,431,1461,Bondeförbundet,,30,12.4,480421,,,,,
848,646,1277,Lietuvos socialdemokratu partija,,25,11.72,144890,,vrk,,,
850,689,1118,National Coalition Party -- Patriotic Popular Movement,,18,16.9,187527,,tila,,,
851,636,1108,Social Democratic Union of Workers and Small Farmers,,0,1,25527,,tila,,,
853,319,1015,Partidul National Liberal,,65,18.57,1279063,,bec,,,
854,89,211,Det Radikale Venstre,,8,4.6,152701,,folketing,,,
856,134,990,Partij voor de Dieren,,0,3.46,157735,,"kiesraad, verk",,,
857,534,1557,Latvian National Conservative Party – LNNK and  Latvia’s Green Party  (Latvijas Nacionāli konservatīvā partija - LNNK un Latvijas Zaļā partija),,8,6.32,60352,,cvk,,,
858,116,1194,Communistische Partij van Nederland,,3,1.79,147753,,verk,,,
859,464,1605,Venstre,,42,23.3,711298,,folketing,,,
860,190,2217,Sinn Fein,,4,6.94,143410,,eie,,,
861,317,1273,Partido Social Democrata,,10,,,,mep,,,
862,638,1378,PS,,3,10.88,714947,,ibz,,,
863,625,332,Irish Nationalist/Anti-Partionist,,2,0.2,65211,,craig,,,
866,247,601,FSP,,0,1.25,66307,,cne,,,
868,51,1251,Staatkundig Gereformeerde Partij,,3,2.21,163114,,verk,,,
869,538,559,"Együttélés-Spolužitie-Wspólnota-Soužití, Maďarské kresťansko-demokratické hnutie",,14,8.66,292636,,ssr,,,
870,55,657,m,,5,23.2,621568,,sos,,,
871,480,1273,PPD-PSD,,148,51.34,2850784,,cne,,,
872,366,878,Lab,,30,45.87,491200,,no-2001,,,
873,73,1605,Venstre,,38,21.1,512041,,folketing,,,
876,156,882,v,,30,8.4,444854,,sos,,,
877,250,633,DFU,,0,1.3,434182,,bwl,,,
878,318,228,Social Democratic Party,,9,15.7,15059,,hagstofa,,,
879,442,161,Ecolo,,0,1.98,107833,,ibz,,,
880,689,395,Social Democratic Party of Finland,,78,37.3,413551,,tila,,,
881,566,519,LDDP,,12,10.01,130837,,vrk,,,"{""vote_share_calculated"": true}"
882,597,978,Fremskridtspartiet,,6,3.6,120641,,folketing,,,
883,374,1461,Center Party,,1,6,151442,,val,,,
885,529,451,Katholieke Volkspartij,,50,31.88,1995352,,verk,,,
886,497,1409,Volkspartij voor Vrijheid & Democratie,,8,7.95,391925,,verk,,,
887,613,614,Communist Party -- Exterior (Orthodox),,2,6.3,410741,,ejpr,,,
888,684,531,CVP,,44,21.2,203202,,bafs,,,
889,424,1392,Social Credit Party,,24,11.92,940703,,pica,,,
890,530,756,GROENLINKS,,10,6.67,628096,,kiesraad,,,
891,490,659,The Alliance / Liberal Democrats,,17,22.6,7341633,,,,,
892,40,1284,Scottish National Party,,11,2.9,839617,,,,,
893,654,47,Néa Đimokratía,,111,39.3,2711737,,no-2010,,,
894,447,543,FDP,,30,5.8,1903422,,bwl,Several Free Democratic (FDP) MPs crossed the floor in opposition to the Ostpolitik.,,
895,145,1520,"Union of Political organizations ""For Human Rights in a United Latvia""",,1,10.66,61401,,cvk,,,
896,553,1378,PS,,5,14.48,854207,,ibz,,,
899,688,1591,MSZP,,59,19.3,990428,,ovb,,,
900,179,189,Venstresocialisterne,,5,2.6,82711,,folketing,,,
901,281,1543,AD,,,47.59,2868076,,cne,,,
902,103,1507,GB/BHE,,27,5.9,1616953,,bwl,,,
903,4,1015,National Liberal Party,,6,,,,w,,,
904,294,1415,Strana demokratickej lavice -- sdl,,29,14.7,453203,,ssr,,,
905,59,28,Electoral Action of Lithuanian Poles,,2,1.95,28641,,vrk,,,
906,336,425,ethnic parties,,18,,,,essex,,,
907,512,882,Vänsterpartiet,,19,5.6,334053,,val,,,
910,208,1556,Lab,,412,40.7,10724953,,bef-7,,,
911,502,1088,PCI,,228,34.4,12616650,,archivio,,,
912,254,118,Coalicion Izquierda Unida,,7,4.66,935504,,epp,,,
914,49,1120,Partidul Democraţiei Sociale din România,,91,21.77,2633860,,insse,,,
915,499,104,Det norske Arbeiderparti,,76,42.3,972434,,nos-sv,,,
917,455,794,Progressive Conservative Party,,12,12.19,1566998,,ceoc,,,
918,253,66,Coalition of Åland,,1,0.4,11651,,tila,,,"{""special_district"": true}"
920,417,543,Free Democratic Party,,0,3,820371,,bwl,,,
921,601,1259,The Green Party of Canada,,0,6.8,937613,,ceoc,,,
922,106,341,PRD,,45,18.38,1038893,,cne,,,
923,195,326,Zares,,1,9.76,45238,,voltive,,,
924,125,300,Anti-Revolutionaire Partij,,13,8.59,542742,,verk,,,
925,521,1602,FPS,,8,5.1,103585,,bafs,,,
926,179,1605,Venstre,,20,11.3,353280,,folketing,,,
927,477,1104,Unia Wolnosci,,60,13.37,1749518,,pkw,,,
928,436,1360,People's Alliance,,11,19.7,24401,,hagstofa,,,
929,349,313,Slovenská demokraticka koalícia -- sdk,,42,26.33,884497,,ssr,,,
930,570,756,GroenLinks,,5,3.47,311399,,verk,,,
931,579,701,Lëtzebuerger Sozialistesch Arbechterpartei – Parti Ouvrier Socialiste Luxembourgeois – Luxemburger Sozialistische Arbeiterpartei,,21,37.68,999843,,asl,,,
932,77,585,Swedish People’s Party in Finland,,11,5.3,135465,,tila,,,
933,240,296,New Democratic Party,,19,15.68,2127403,,ceoc,,,
934,449,1160,Coalition for Bulgaria,,6,,,,w,,,
935,231,543,FDP,,12,11,2888084,,bwl,,,
936,642,1633,DC,,263,40.1,10862073,,archivio,,,
937,464,1239,Danmarks Kommunistiske Parti,,7,4.2,127837,,folketing,,,
939,33,882,VÄNSTERPARTIET,,43,11.99,631011,,val,,,
940,174,376,Y New Alliance,,5,2.8,97295,,ejpr,,,
941,233,1057,Respect,,1,0.3,68094,,ejpr,,,
942,137,368,Liberal Party of Canada,,103,30.23,4479415,,pica,,,
943,482,720,Democratic Social Movement,,2,6.85,440191,,mig,,,
944,80,380,Aktivna Slovenija -- as,,0,3.97,28767,,voltive,,,
945,103,649,KPD,,0,2.2,607860,,bwl,,,
948,410,311,Plaid Cymru,,1,0.8,126702,,ukeu,Plaid Cymru (Plaid) took 1 seat with 18.5% of the vote in Wales.,,"{""vote_share_regional"": 18.51}"
949,222,659,SDP - Liberal Alliance,,0,18.5,2591659,,ukeu,,,
950,332,290,VU,,5,4.67,283516,,ibz,,,
953,27,1616,Demokraticka unie -- deu,,0,1.45,86431,,volby,,,
956,81,1194,Communistische Partij van Nederland,,3,2.05,178292,,verk,,,
957,418,748,Radical Reformers fighting for an upright Society (ROSSEM),,3,3.2,198182,,ejpr,,,
959,553,161,Ecolo,,2,6.29,371053,,ibz,,,
960,660,114,Maori Party,,5,2.39,55980,,ec-nz,,,
962,523,351,Anders Langes Parti,,4,5.01,107784,,nos-sv,,,
964,358,26,FDP,,51,22.9,443617,,bafs,,,
965,317,341,Partido Renovador Democratico,,3,,,,mep,,,
967,578,990,Partij voor de Dieren,,2,1.83,179988,,verk,,,
968,630,1606,Danmarks Retsforbund,,6,3.5,75449,,folketing,,,
969,247,260,UDP,,1,0.84,44877,,cne,,,
971,624,171,FN,,0,1.52,94848,,ibz,,,
972,404,1435,Høyre,,28,17,419373,,seby,,,
973,491,1573,Ecology Party,,2,6.7,93100,,ep,,,
974,598,427,PDC,,0,0.7,39180,,cne,,,{}
975,19,1181,UDB,,1,2.16,51095,,ibz,,,
976,41,882,Sveriges Kommunistiska Parti,,8,5.2,221746,,,,,
