id,election,party,party_id_source,alliance,seats,vote_share,votes,person,data_source,description,comment,data_json
6120,721,678,Likud,,27,21.6,729054,,knesset,,,
6121,721,1816,Yisrael Beitenu,,15,11.7,394577,,knesset,,,
6122,721,244,Labor,,13,9.9,334900,,knesset,,,
6123,721,788,Shas,,11,8.5,286300,,knesset,,,
6124,721,1303,United Torah Judaism,,5,4.4,147954,,knesset,,,
6125,721,1846,Ra'am-Ta'al,,4,3.4,113954,,knesset,,,
6126,721,1357,Ichud Leumi,,4,3.3,112570,,knesset,,,
6127,721,732,Hadash,,4,3.3,112130,,knesset,,,
6128,721,1419,New Movement - Meretz,,3,3,99611,,knesset,,,
6129,721,214,Habayit Hayehudi,,3,2.9,96765,,knesset,,,
6130,721,805,National Democratic Assembly - Balad,,3,2.5,83739,,knesset,,,
6150,722,1629,Socialdemokratiet,,44,24.8,879615,,valgside,,,
6151,722,211,Radikale Venstre,,17,9.5,336698,,valgside,,,
6152,722,590,Konservative Folkeparti,,8,4.9,175047,,valgside,,,
6153,722,1644,SF - Socialistisk Folkeparti,,16,9.2,326192,,valgside,,,
6154,722,376,Liberal Alliance,,9,5,176585,,valgside,,,
6155,722,1331,Kristendemokraterne,,0,0.78,28070,,valgside,,,{}
6156,722,1418,Dansk Folkeparti,,22,12.3,436726,,valgside,,,
6157,722,1605,Venstre,,47,26.7,947725,,valgside,,,
6158,722,306,Enhedslisten,,12,6.7,236860,,valgside,,,
6164,722,1634,Grønland/Færøerne,,,,,,,,,
6166,759,1306,DLP,,0,5.2,346415,,barber,,,
6167,752,751,GRN,,0,1.4,142217,,barber,,,
6168,748,1396,Others,,0,2.6,49194,,barber,,,
6169,730,1938,FT,,25,34.4,247774,,barber,,,"{""seats_uncontested"": 4}"
6170,725,1253,ALP,,26,36.6,348711,,barber,,,"{""seats_uncontested"": 3}"
6171,754,120,DEM,,0,6.8,735848,,barber,,,
6173,727,1396,Others,,1,1.7,50929,,barber,,,
6176,752,1396,Others,,1,3.4,337915,,barber,,,
6177,755,1396,Others,,0,1.4,113827,,barber,,,
6178,739,1897,Services Party of Aust.,,0,1.2,54000,,barber,,,
6179,730,1898,PROT,,26,29.7,214091,,barber,,,"{""seats_uncontested"": 11}"
6180,725,1898,PROT,,16,16.4,156425,,barber,,,"{""seats_uncontested"": 1}"
6181,746,1396,Others,,1,3,107335,,barber,,,
6182,754,1253,ALP,,49,38.8,4217765,,barber,,,
6185,762,446,FFP,,0,2,235315,,barber,,,
6186,737,1253,ALP,,49,49.9,2059260,,barber,,,"{""seats_uncontested"": 1}"
6187,760,120,DEM,,0,5.4,620225,,barber,,,
6189,759,1253,ALP,,67,49.6,3273549,,barber,,,
6190,726,1253,ALP,,30,42.3,665597,,barber,,,"{""district_results"": {""district"": ""northern_territory"", ""seats"": 1}, ""seats_uncontested"": 1}"
6191,727,1253,ALP,,24,45,1314480,,barber,,,
6193,746,303,NSW (Lang) Labor,,9,14.4,510480,,barber,,,
6194,729,1253,ALP,,47,48.8,1406327,,barber,,,"{""seats_uncontested"": 6}"
6195,746,1253,Federal Labor,,18,26.8,953101,,barber,,,"{""seats_uncontested"": 1}"
6196,729,1903,Ind. Nationalist,,3,3.9,112108,,barber,,,
6197,753,120,DEM,,0,3.8,397060,,barber,,,
6200,740,1306,DLP,,0,8.7,456962,,barber,,Includes QLP in Queensland.,
6201,744,1904,Emergency Committee,,6,5.5,174288,,barber,,,
6202,745,1253,ALP,,29,43.1,1555737,,barber,,,"{""seats_uncontested"": 4}"
6203,731,1898,PROT,,32,44.4,189294,,barber,,,"{""seats_uncontested"": 6}"
6204,750,1905,NAT,,53,54.2,1021128,,barber,,,"{""seats_uncontested"": 7}"
6205,756,751,GRN,,0,2.6,290709,,barber,,,
6206,729,1396,Others,,1,2.1,61254,,barber,,,
6208,725,1906,WA Party,,2,2.3,22154,,barber,,,
6210,761,1253,ALP,,83,43.4,5388184,,barber,,,
6212,738,1939,Liberal Country,,2,1.3,51223,,barber,,,
6218,757,215,CLP,,1,0.2,15976,,barber,,,
6219,759,1760,AP,,0,2.4,159916,,barber,,,
6221,724,2285,LP,,32,47.2,796397,,barber,,,"{""seats_uncontested"": 6}"
6222,748,2285,LP,,38,48.9,930076,,barber,,,
6224,731,1396,Others,,1,1.4,5815,,barber,,,
6225,736,1396,Others,,0,1.7,139870,,barber,,,
6229,746,1911,Social Credit,,0,4.7,166589,,barber,,,
6231,755,1306,DLP,,0,1.4,113271,,barber,,,
6233,764,1253,ALP,,41,40,2282834,,barber,,,
6234,747,1396,Others,,1,4.5,59526,,barber,,,
6236,750,1396,Others,,0,1.8,34755,,barber,,,
6238,752,1650,CTA,,0,1,96497,,barber,,,
6239,754,751,GRN,,0,2.9,317654,,barber,,,
6240,758,1306,DLP,,0,1.4,104974,,barber,,,
6241,760,751,GRN,,0,5,569074,,barber,,,
6244,723,1913,Farmers and Settlers,,1,1,19467,,barber,,,
6245,737,1396,Others,,3,12.8,529271,,barber,,,
6246,723,1396,Others,,0,1.5,28077,,barber,,,
6247,763,1253,ALP,,54,47.7,2183958,,barber,,,
6249,728,1914,Country Progressive,,1,1.6,41713,,barber,,,
6250,738,1908,State Labor,,0,2.6,101191,,barber,,,
6251,751,120,DEM,,0,5,437265,,barber,,,
6252,751,1253,ALP,,75,49.5,4297392,,barber,,,
6254,744,303,NSW (Lang) Labor,,4,10.6,335309,,barber,,,
6256,731,1938,FT,,26,34.2,145611,,barber,,,
6257,747,2057,Independent Liberal,,0,0.4,5842,,barber,Independent Liberal,,
6258,725,1917,Ind. Protectionist,,4,4.8,46074,,barber,,,
6259,742,1306,ACL,,0,5.1,227083,,barber,,,
6260,723,1918,Nationalist and Farmers,,3,2.4,46730,,barber,,,
6266,737,1919,LCL,,1,3.5,145665,,barber,,,
6268,742,1253,ALP,,49,44.7,1971417,,barber,,,
6269,733,1396,Others,,0,1.4,123455,,barber,,,
6270,753,751,GRN,,0,1.9,196702,,barber,,,
6271,732,1253,ALP,,86,45.8,4232563,,barber,,,
6272,745,1920,State Country,,3,3.4,121321,,barber,,,
6273,760,386,ON,,0,4.3,498032,,barber,,,
6277,747,1253,ALP,,43,50,660864,,barber,,,"{""seats_uncontested"": 2}"
6278,730,2299,Revenue Tariff,,1,0.5,3546,,barber,Revenue Tariff Party (Tasmania),,
6279,728,1905,NAT,,29,39.1,1014522,,barber,,,"{""seats_uncontested"": 5}"
6280,737,1922,COM,,0,2,81816,,barber,,,
6282,726,1396,Others,,1,4.6,72449,,barber,,,
6286,749,1306,DLP,,0,9.4,469723,,barber,,,
6287,756,1253,ALP,,67,40.1,4454306,,barber,,,
6288,745,2299,Federal Country,,1,0.7,24179,,barber,Federal Country,,
6290,746,1903,Nationalist,,1,1,36488,,barber,,,
6291,753,1396,Others,,2,4.7,500338,,barber,,,
6292,723,1905,NAT,,37,45.1,860519,,barber,,,
6295,748,1253,ALP,,37,48.5,921099,,barber,,,
6298,755,1253,ALP,,38,39.6,3141051,,barber,,,
6299,724,1253,ALP,,42,50.9,858451,,barber,,,"{""seats_uncontested"": 7}"
6300,764,1306,DLP,,0,7.3,417411,,barber,,,
6301,752,120,DEM,,0,11.3,1114216,,barber,,,
6303,743,1396,Others,,0,2.9,132616,,barber,,,
6304,762,1396,Others,,3,4,472590,,barber,,,
6305,740,1396,Others,,0,1.4,72397,,barber,,,
6307,738,1253,ALP,,32,40.1,1556941,,barber,,,"{""seats_uncontested"": 1}"
6308,739,1396,Others,,2,2.3,101708,,barber,,,
6309,762,386,ON,,0,1.2,139956,,barber,,,
6311,737,1927,Liberal Democrats,,0,1,42149,,barber,,,
6312,723,184,CP,,2,0.9,17753,,barber,,,
6313,737,1928,Queensland Country,,1,1.5,61196,,barber,,,
6316,729,1914,Country Progressive,,1,1,27942,,barber,,,
6321,753,1253,ALP,,80,44.9,4751390,,barber,,,
6322,735,1253,ALP,,59,47,2870792,,barber,,,
6323,756,386,ON,,0,8.4,936612,,barber,,,
6324,739,1919,LCL,,2,4.4,190169,,barber,,,
6325,745,1396,Others,,1,4.2,153213,,barber,,,
6326,747,2285,LP,,31,45.1,596350,,barber,,,"{""seats_uncontested"": 2}"
6328,761,1396,Others,,2,3.7,465734,,barber,,,
6330,761,446,FFP,,0,2,246798,,barber,,,
6331,730,1396,Others,,0,4.5,32364,,barber,,,
6332,723,1929,Victorian Farmers' Union,,5,4.2,79839,,barber,,,
6333,750,1253,ALP,,22,43.9,827551,,barber,,,"{""seats_uncontested"": 3}"
6334,730,1253,ALP,,23,31,223163,,barber,,,"{""seats_uncontested"": 2}"
6335,731,2299,Ind. Labor,,1,0.6,2569,,barber,Independet Labor Party (Queensland),,
6337,758,1253,ALP,,66,49.3,3644110,,barber,,,
6339,728,1396,Others,,1,4.2,109082,,barber,,,
6342,743,1253,ALP,,59,50.1,2292881,,barber,,,
6343,732,120,DEM,,0,6,557259,,barber,,,
6344,726,2057,Majority Labor,,0,0.7,10303,,barber,Majority Labor,,
6345,734,1396,Others,,1,3.9,179913,,barber,,,
6346,738,1396,Others,,3,8.7,337038,,barber,,,
6347,762,215,CLP,,1,0.3,39855,,barber,,,
6350,756,1396,Others,,1,4.2,468692,,barber,,,
6352,762,120,DEM,,0,1.2,144832,,barber,,,
6353,735,1396,Others,,0,2.8,172484,,barber,,,
6354,733,1253,ALP,,82,47.5,4120130,,barber,,,
6356,739,1922,Communist,,0,1.5,64811,,barber,,,
6357,726,2286,LP,,5,4.7,73939,,barber,,,"{""seats_uncontested"": 1}"
6358,740,1253,ALP,,62,48,2534702,,barber,,,
6362,738,2299,United Country,,1,0.8,30567,,barber,United Country Party (Victoria),,
6365,726,1905,NAT,,26,35.2,553920,,barber,,,"{""seats_uncontested"": 2}"
6368,736,120,DEM,,0,6.6,546032,,barber,,,
6369,754,1396,Others,,5,4.3,470424,,barber,,,
6371,760,1253,ALP,,65,37.8,4341420,,barber,,,
6372,746,1935,Australian Country,,2,2.2,77563,,barber,,,
6373,733,215,CLP,,1,0.3,27335,,barber,,,
6374,725,1396,Others,,0,1.2,11343,,barber,,,
6375,733,120,DEM,,0,5.4,472204,,barber,,,
6376,755,120,DEM,,0,9.4,743365,,barber,,,
6377,736,1253,ALP,,51,45.1,3749565,,barber,,,
6380,737,1936,One Parliament for Aust.,,0,2.1,87112,,barber,,,
6382,757,1396,Others,,0,1.7,132632,,barber,,,
6384,735,1306,DLP,,0,6,367977,,barber,,,
6385,746,1922,Communist,,0,1.3,47499,,barber,,,
6386,741,1306,DLP,,0,7.4,407416,,barber,,,
6387,744,1396,Others,,1,7.9,250794,,barber,,,
6388,742,1396,Others,,0,2.6,112693,,barber,,,
6390,738,303,Non-Communist Labor,,4,5.2,202721,,barber,,,
6391,725,1938,Anti-Socialist,,27,38.2,363257,,barber,,,"{""seats_uncontested"": 3}"
6392,756,120,DEM,,0,5.1,569935,,barber,,,
6394,744,1253,Federal Labor,,15,27.1,860260,,barber,,,
6395,763,1396,Others,,0,2.1,96902,,barber,,,
6398,739,1253,ALP,,43,49.7,2160630,,barber,,,
6399,760,1396,Others,,3,4.4,510365,,barber,,,
6401,731,1253,ALP,,15,19.4,82734,,barber,,,
6402,762,1253,ALP,,60,37.6,4409117,,barber,,,
6403,726,184,CP,,14,12.6,197513,,barber,,,"{""seats_uncontested"": 1}"
6405,734,1253,ALP,,48,46,2124214,,barber,,,
6406,757,1306,DLP,,0,1.3,101750,,barber,,,
6407,752,1253,ALP,,78,39.4,3904138,,barber,,,
6408,723,1253,ALP,,26,42.5,811244,,barber,,,"{""seats_uncontested"": 2}"
6409,757,1253,ALP,,36,42.8,3313004,,barber,,,
6410,758,1760,AP,,0,2.3,172176,,barber,,,
6411,746,1919,LCL,,5,4,142583,,barber,,,
6412,741,1396,Others,,0,1,57792,,barber,,,
6413,723,1903,Ind. Nationalist,,1,1.7,32507,,barber,,,
6414,759,1396,Others,,0,1.3,83259,,barber,,,
6417,764,1396,Others,,1,2.7,155614,,barber,,,
6418,749,1396,Others,,0,1.3,65383,,barber,,,
6420,755,215,CLP,,1,0.2,16462,,barber,,,
6422,761,751,GRN,,0,7.8,967789,,barber,,,
6423,760,215,CLP,,1,0.3,36961,,barber,,,
6424,751,1396,Others,,0,1.7,149293,,barber,,,
6426,741,1253,ALP,,52,45.5,2507168,,barber,,,
6430,754,215,CLP,,1,0.4,38302,,barber,,,
6431,762,751,GRN,,0,7.2,841734,,barber,,,
6432,745,1911,Social Credit,,0,2.2,79432,,barber,,,
6435,739,303,Lang Labor,,1,1.6,69138,,barber,,,
6436,724,1396,Others,,1,1.9,31915,,barber,,,
6438,749,1253,ALP,,47,42.9,2154023,,barber,,,
6440,732,1396,Others,,0,2,186641,,barber,,,
6441,727,1428,C,,,,,,barber,,,
6442,728,1428,C,,,,,,barber,,,
6443,729,1428,C,,,,,,barber,,,
6444,744,1428,C,,,,,,barber,,,
6445,746,1428,C,,,,,,barber,,,
6446,745,1428,C,,,,,,barber,,,
6447,738,1428,C,,,,,,barber,,,
6448,737,1428,Country-National,,1,4,166419,,"barber, hug-68",United Australia Party (UAP) and a part of the Country Party (CP) (led by Fadden) ran together in 1943 as the Country-National Party in Queensland (Hughes and Graham 1968). ,,
6449,739,1428,C,,,,,,barber,,,
6450,734,1428,C,,,,,,barber,,,
6451,763,1428,C,,,,,,barber,,,
6452,743,1428,C,,,,,,barber,,,
6453,742,1428,C,,,,,,barber,,,
6454,749,1428,C,,,,,,barber,,,
6455,740,1428,C,,,,,,barber,,,
6456,741,1428,C,,,,,,barber,,,
6457,764,1428,C,,,,,,barber,,,
6458,735,1428,C,,,,,,barber,,,
6459,759,1428,C,,,,,,barber,,,
6460,758,1428,C,,,,,,barber,,,
6461,757,1428,C,,,,,,barber,,,
6462,755,1428,C,,,,,,barber,,,
6463,736,1428,C,,,,,,barber,,,
6464,751,1428,C,,,,,,barber,,,
6465,733,1428,C,,,,,,barber,,,
6466,732,1428,C,,,,,,barber,,,
6467,752,1428,C,,,,,,barber,,,
6468,753,1428,C,,,,,,barber,,,
6469,754,1428,C,,,,,,barber,,,
6470,756,1428,C,,,,,,barber,,,
6471,760,1428,C,,,,,,barber,,,
6472,762,1428,C,,,,,,barber,,,
6473,761,1428,C,,,,,,barber,,,
6474,745,1941,Ind. UAP,,1,0.71,25522,,"barber, hug-68",,,
6475,765,1666,VIENOTĪBA,,20,18.83,172563,,cvk,,,
6476,765,1942,Zatlera Reformu partija,,22,20.83,190856,,cvk,,,
6477,765,662,Šlesera Reformu partija LPP/LC,,0,2.41,22131,,cvk,,,
6478,765,1100,"Politisko partiju apvienība ""Saskaņas Centrs""",,31,28.36,259930,,cvk,,,
6482,765,521,"Nacionālā apvienība ""Visu Latvijai!"""" Tēvzemei un Brīvībai/LNNK""",,14,13.88,127208,,cvk,,,
6485,765,466,Zaļo un Zemnieku savienība,,13,12.22,111957,,cvk,,,
6488,766,512,Komitet Wyborczy Platforma Obywatelska RP,,207,39.18,5629773,,pkw,,,
6489,766,528,Wyborczy Prawo i Sprawiedliwość,,157,29.89,4295016,,pkw,,,
6490,766,1945,Wyborczy Ruch Palikota,,40,10.02,1439490,,pkw,,,
6491,766,664,Wyborczy Polskie Stronnictwo Ludowe,,28,8.36,1201628,,pkw,,,
6492,766,629,Wyborczy Sojusz Lewicy Demokratycznej,,27,8.24,1184303,,pkw,,,
6493,766,900,Wyborczy Wyborców Mniejszość Niemiecka w okręgu nr 21,,1,0.19,28014,,pkw,,,
6494,766,1679,Wyborczy Polska Jest Najważniejsza,,0,2.19,315393,,pkw,,,
6496,766,1549,Wyborczy Nowa Prawica - Janusza Korwin-Mikke,,0,1.06,151837,,pkw,,,
6499,522,1946,Party Lime Tree,,0,1.81,19068,,voltive,,,
6506,767,531,CVP,,43,17,105018,,bafs,,,
6507,768,531,CVP,,44,21.4,184602,,bafs,,,
6508,769,531,CVP,,42,20.3,185052,,bafs,,,
6509,770,750,SVP,,30,15.3,114537,,bafs,,,
6510,768,886,Dem.,,2,1.2,10726,,bafs,,,
6511,771,531,CVP,,43,20.8,182916,,bafs,,,
6514,371,964,POCH,,0,1,19173,,bafs,,,
6515,772,602,EVP,,1,0.7,5618,,bafs,,,
6516,773,26,FDP,,60,28.3,208144,,bafs,,,
6517,774,26,FDP,,60,27.8,206485,,bafs,,,
6518,771,886,Dem.,,5,3.4,29627,,bafs,,,
6519,768,35,SPS,,49,28.7,247946,,bafs,,,
6520,772,26,FDP,,58,27.4,220135,,bafs,,,
6522,358,1318,EDU,,0,0.91,17830,,bafs,,,{}
6523,771,458,LPS,,8,3.2,28434,,bafs,,,
6526,768,26,FDP,,52,26.9,232562,,bafs,,,
6527,774,35,SPS,,49,25.8,192208,,bafs,,,
6528,773,35,SPS,,43,23.3,170974,,bafs,,,
6529,772,531,CVP,,46,21.4,172516,,bafs,,,
6530,767,26,FDP,,49,20.7,128163,,bafs,,,
6531,772,35,SPS,,50,27.4,220141,,bafs,,,
6533,631,569,FGA,,0,1.01,20063,,bafs,,,
6535,767,1957,Bauernheimatbewegung,,3,,27708,,bafs,,,
6536,772,1954,Union de défense économique,,1,,,,bafs,,,
6537,771,602,EVP,,1,0.4,3627,,bafs,,,
6538,769,35,SPS,,50,28,255843,,bafs,,,
6539,769,458,LPS,,6,3.3,30476,,bafs,,,
6540,774,531,CVP,,42,20.9,155467,,bafs,,,
6541,773,531,CVP,,44,20.9,153836,,bafs,,,
6543,768,458,LPS,,6,2.8,24573,,bafs,,,
6546,767,35,SPS,,45,25.9,160377,,bafs,,,
6547,767,458,LPS,,6,1.7,10241,,bafs,,,
6548,770,531,CVP,,41,21,156702,,bafs,,,
6549,767,1167,PdA,,4,2.6,15962,,bafs,,,
6550,768,1167,PdA,,2,1.5,12778,,bafs,,,
6551,206,1602,FPS,,0,0.2,4044,,bafs,,,{}
6552,771,750,SVP,,22,11.6,101998,,bafs,,,
6553,774,458,LPS,,7,3,22217,,bafs,,,
6554,176,1012,CSP,,0,0.3,5946,,bafs,,,{}
6556,772,458,LPS,,6,3,23752,,bafs,,,
6557,767,750,SVP,,22,14.7,91182,,bafs,,,
6558,358,569,FGA,,1,2.4,46405,,bafs,,,
6559,435,1318,EDU,,0,0.3,4626,,bafs,,,{}
6560,105,1226,Sol.,,0,0.3,6168,,bafs,,,{}
6562,772,1167,PdA,,2,1.8,14818,,bafs,,,
6563,521,569,FGA,,1,1.3,25605,,bafs,,,
6564,774,1167,PdA,,3,2,14837,,bafs,,,
6565,773,1167,PdA,,2,1.8,13441,,bafs,,,
6567,773,458,LPS,,10,4,29041,,bafs,,,
6568,206,569,FGA,,1,0.5,11202,,bafs,,,
6570,770,35,SPS,,41,23.5,175292,,bafs,,,
6572,770,458,LPS,,9,3.8,28497,,bafs,,,
6574,773,602,EVP,,1,0.9,6306,,bafs,,,
6575,769,1264,LdU,,7,4.1,37861,,bafs,,,
6576,767,1264,LdU,,9,7.1,43735,,bafs,,,
6579,774,750,SVP,,30,15.3,113512,,bafs,,,
6580,771,35,SPS,,56,28.6,251576,,bafs,,,
6582,772,750,SVP,,31,15.8,126961,,bafs,,,
6583,774,602,EVP,,1,0.9,6888,,bafs,,,
6586,768,750,SVP,,30,15.3,131809,,bafs,,,
6587,767,886,Dem.,,5,2.7,16891,,bafs,,,
6590,767,602,EVP,,0,0.89,5726,,bafs,,,{}
6591,771,1264,LdU,,7,5.5,48557,,bafs,,,
6592,770,602,EVP,,1,0.8,6031,,bafs,,,
6593,769,602,EVP,,1,0.7,6780,,bafs,,,
6595,768,602,EVP,,1,1,8454,,bafs,,,
6596,769,750,SVP,,21,11,100300,,bafs,,,
6597,521,964,POCH,,0,0.2,4552,,bafs,,,{}
6601,770,886,Dem.,,4,2,14677,,bafs,,,
6602,769,1167,PdA,,2,1.4,12569,,bafs,,,
6604,427,1602,FPS,,0,0.85,17062,,bafs,,,{}
6605,770,26,FDP,,60,28.8,215566,,bafs,,,
6606,769,26,FDP,,48,23.7,216664,,bafs,,,
6607,773,886,Dem.,,3,2.1,15144,,bafs,,,
6608,774,886,Dem.,,5,2.2,16362,,bafs,,,
6609,772,886,Dem.,,3,1.7,14073,,bafs,,,
6610,769,886,Dem.,,3,1.2,10665,,bafs,,,
6611,427,1226,Sol.,,1,0.5,9311,,bafs,The elected MP run for the List Alliance de Gauche (SolidaritéS – Indépendants).,,
6612,771,26,FDP,,47,22.5,197746,,bafs,,,
6614,427,569,FGA,,1,0.3,6294,,bafs,The elected MP run for a joint List with the Green Party of Switzerland (Grue).,,
6616,373,564,Rep.,,0,0.17,1696,,bafs,,,{}
6617,773,750,SVP,,34,16.1,118382,,bafs,,,
6619,373,2303,Liste socialiste populaire,,1,,,,bafs,Liste socialiste populaire (Socialist Peoples List),,
6620,770,1951,Grütlianer,,2,,20559,,bafs,,,
6621,770,2303, Jeunes radicaux,,1,,,,bafs,Jeunes radicaux (Youth Radical),,
6622,773,2303,Parti progressiste national,,1,,,,bafs,Parti progressiste national (National Progressive Party),,
6623,774,1954,Union de défense économique,,1,,,,bafs,,,
6624,768,2303,Kommunistische Parteiopposition,,1,,,,bafs,Kommunistische Partei-Opposition (Communist Party Opposition) ,,
6625,769,1957,Bauernheimatbewegung,,4,,28161,,bafs,,,
6627,769,2303,Union Nationale,,3,,,,bafs,Allgemeine Volksliste (General List); Nationale Front – Front national (National Front); Union Nationale (National Union),,
6628,767,1960, Liberalsozialisten/Freiwirtschafter,,1,,10865,,bafs,,,
6629,771,1957,Bauernheimatbewegung,,3,,18310,,bafs,,,
6630,771,2303,Bauernvereinigung,,2,,,,bafs,Peasant Union (Bauernvereinigung); Peasant Party / Protestants / Democrats / Independents (Bauernpartei / Evangelische / Freie Demokraten / Parteilose),,
6632,435,2303,Unité jurassienne,,1,,,,bafs,Unité jurassienne (Unity Jura),,
6633,631,2303,Freie Liste,,1,,,,bafs,Freie Liste (Free List),,
6634,521,1967,Komitee Herbert Maeder,,1,,,,bafs,,,
6635,775,878,Lab,,46,47.65,448740,,no-2001,,,
6636,775,997,Nat,,33,42.69,402056,,"no-2001, wilson",,2 seats uncontested.,"{""seats_uncontested"": 2}"
6637,775,1968,DSL,,0,4.31,40569,,no-2001,,,
6638,776,997,National Party,,59,47.31,1058637,,ec-nz,,,
6639,776,878,Labour Party,,34,27.48,614935,,ec-nz,,,
6640,776,1171,Green Party,,14,11.06,247370,,ec-nz,,,
6641,776,891,New Zealand First Party,,8,6.59,147544,,ec-nz,,,
6642,776,114,Māori Party,,3,1.43,31982,,ec-nz,,,
6643,776,1972,Mana,,1,1.08,24168,,ec-nz,,,
6644,776,617,ACT New Zealand,,1,1.07,23889,,ec-nz,,,
6645,776,1313,United Future,,1,0.6,13443,,ec-nz,,,
6646,776,1973,Conservative Party,,0,2.65,59236,,ec-nz,,,
6647,777,645,PARTIDO POPULAR,,186,41.9,10866566,,boe,,,
6648,777,902,PARTIDO SOCIALISTA OBRERO ESPAÑOL,,110,29.16,7003511,,boe,,,
6649,777,894,CiU - CONVERGÈNCIA I UNIÓ,,16,4.23,1015691,,epp,,,
6651,777,118,COALICIÓN «LA IZQUIERDA PLURAL»,,11,7.02,1686040,,epp,,,
6653,777,845,COALICIÓN «AMAIUR»,,7,1.39,334498,,epp,Electoral alliance Amaiur with Alternatiba (Alternative) and Aralar (Aralar Party),,
6655,777,551,UNIÓN PROGRESO Y DEMOCRACIA,,5,4.76,1143225,,epp,,,
6656,777,1361,EUZKO ALDERDI JELTZALEA-PARTIDO NACIONALISTA VASCO,,5,1.35,324317,,epp,,,
6657,777,757,COALICIÓN «ESQUERRA REPUBLICANA DE CATALUNYA»,,3,1.07,256985,,epp,,,
6658,777,520,BLOQUE NACIONALISTA GALEGO,,2,0.77,184037,,epp,,,
6659,777,234,COALICIÓN «COALICIÓN CANARIA-NUEVA CANARIAS»,,2,0.6,143881,,epp,,,
6661,777,2294,COALICIÓN «BLOC-INICIATIVA-VERDS-EQUO-COALICIÓ COMPROMÍS -- FORO DE CIUDADANOS,,2,,,,epp,"Coalició Compromís (Commitment Coalition) 125,306 votes (0.52%); Foro de Ciudadanos (Asturian Forum) 99,473 votes (0.41%)",,
6663,777,385,GEROA BAI,,1,0.18,42415,,epp,,,
6664,777,2804,Equo,,0,0.9,216748,,epp,,,
6670,778,1987,Zoran Janković List - Positive Slovenija,,28,28.51,314273,,voltive,,,
6671,778,179,Slovenian Democratic Party,,26,26.19,288719,,voltive,,,
6672,778,706,Social Democrats,,10,10.52,115952,,voltive,,,
6673,778,1988,Citizen's alliance of Gregor Virant,,8,8.37,92282,,voltive,,,
6674,778,1587,Democratic Party of Slovenian Pensioners,,6,6.97,76853,,voltive,,,
6675,778,16,SLS of Radovan Žerjav - Slovenian People's Party,,6,6.83,75311,,voltive,,,
6676,778,1047,New Slovenia - Christian People's Party,,4,4.88,53758,,voltive,,,
6677,778,981,Slovenian National Party,,0,1.8,19786,,voltive,,,
6678,778,1252,Liberal Democracy of Slovenia,,0,1.48,16268,,voltive,,,
6679,778,1989,The Party for Sustainable Development of Slovenia,,0,1.22,13477,,voltive,,,
6684,779,26,FDP,,30,15.1,368951,,bafs,,,
6685,779,531,CVP,,28,12.3,300544,,bafs,,,
6686,779,35,SP,,46,18.72,457317,,bafs,,,
6687,779,750,SVP,,54,26.56,648675,,bafs,,,
6688,779,602,EVP,,2,2,48789,,bafs,,,
6689,779,141,GPS,,15,8.43,205984,,bafs,,,
6690,779,1500,Lega,,2,0.8,19657,,bafs,,,
6691,779,308,GLP,,12,5.38,131436,,bafs,,,
6692,779,1213,BDP,,9,5.42,132279,,bafs,,,
6693,779,2303,MCR,,1,,,,bafs,"Christlichsoziale Partei Obwalden (Christian Social Party Obwalden) 8,896 votes (0.4%) ",,
6695,779,1318,EDU,,0,1.27,31056,,bafs,,,
6699,778,199,Roberto Batelli (Italian minority),,1,,,,voltive,MP Roberto Battelli representing Slovenia's Italian community won in a separate election.,,"{""special_district"": true, ""votes"": 1009, ""seats_uncontested"": 1}"
6700,778,65,Laszlo Goencz (Hungarian minority),,1,,,,voltive,"MP László Goencz representing Slovenia's Hungarian community won in a separate election.
",,"{""special_district"": true, ""votes"": 5135}"
6713,780,1342,Sjálfstæðisflokkur,,20,38.5,23001,,gud97,,,
6714,780,1455,Framsóknarflokkur,,15,26.6,15869,,gud97,,,
6715,780,1319,Sósíalistaflokkur,,10,18.5,11059,,gud97,,,
6716,780,228,Alþýðuflokkur,,7,14.2,8455,,gud97,,,
6717,780,2004,Þjóðveldisflokkurinn,,0,2.15,1284,,"alth, gud97",,,
6718,88,2005,Lýðveldisflokkurinn,,0,3.3,2531,,"alth, gud97",,,
6728,516,1613,Suverenita,,0,4.26,100514,,volby,,,
6735,58,2009,De Groenen,,0,2.35,97206,,verk,,,
6736,58,209,Centrumdemocraten,,0,1.05,43299,,verk,,,
6738,334,1105,KIPU,,0,2.4,29215,,tila,,,
6740,189,2011,Liberal Progressive,,1,0.12,6147,,clea-11,,,
6741,280,1436,LEGA LOMBARDA-A.NORD,,2,1.83,636242,,archivio,,,
6743,781,1432,Kresťanskodemokratické hnutie,,16,8.82,225361,,ssr,,,
6744,781,1072,Slovenská národná strana,,0,4.55,116420,,ssr,,,
6745,781,1759,OBYČAJNÍ ĽUDIA a nezávislé osobnosti,,16,8.55,218537,,ssr,,,
6746,781,1460,Sloboda a Solidarita,,11,5.88,150266,,ssr,,,
6747,781,586,Ľudová strana Naše Slovensko,,0,1.58,40460,,ssr,,,
6748,781,220,SMER - sociálna demokracia,,83,44.41,1134280,,ssr,,,
6749,781,2013,"Zmena zdola, Demokratická únia Slovenska",,0,1.29,33155,,ssr,,,
6752,781,1620,MOST - HÍD,,13,6.89,176088,,ssr,,,
